"InstanceId","InstanceName","instancestatus","Platform","KeyName","PrivateIpAddress","PublicIpAddress","interfaceid","SubnetId","VpcId","account","Region"
"i-0b46f646523feba22","bos-stg-db-bos02","running","Windows","bos-stg","10.68.13.50",,"eni-0ace0a69d03463418","subnet-03377ac8665767218","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0b8de8d92eac9598a","bos-stg-db-tk01","running","Windows","bos-stg","10.68.13.70",,"eni-0f58bc73e6bcc1266","subnet-03377ac8665767218","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0435c0ad9f8bd26f8","gd-paloalt-gd-pa-Publi-12OX1772KLJKW_ASG_us-west-2b","running",,"gd-paloalto-baas-stg","10.68.15.215",,"eni-0ddbad47b4435a6d9 eni-0431e335ee43bdb74 eni-003a95e79e2ec6d31","subnet-0bca53d04ec01eb27","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0b36438a7fd80a258","bos-stub-db-tk01","running","Windows","bos-stub","10.61.29.71",,"eni-0f40b2685288c7933","subnet-05fc631d6511b3c7c","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-03acdbef5e6dd65a1","bos-stub-db-bos02","running","Windows","bos-stub","10.61.29.51",,"eni-0278f537ab854557b","subnet-05fc631d6511b3c7c","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-00ba5b7ed58adcdf5","bos-stin-db-bos02","running","Windows","bos-stin","10.61.45.51",,"eni-0e1e7a3b8b86ce783","subnet-05557acf7ced77316","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-05b735cffc3da06db","bos-stin-db-tk01","running","Windows","bos-stin","10.61.45.71",,"eni-0e3cd1396648a482d","subnet-05557acf7ced77316","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-01ea262c0e10bd1a0","bos-stgb-db-bos02","running","Windows","bos-stgb","10.61.13.51",,"eni-07dd6701eb18098dc","subnet-02e8d6dde58d7eede","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-0a924620fbe8cde99","bos-stgb-db-tk01","running","Windows","bos-stgb","10.61.13.71",,"eni-08c6f161f82fc36f6","subnet-02e8d6dde58d7eede","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-02eeb0db55fd3f4b3","bos-stgb-mq-shared","running",,"bos-stgb","10.61.7.206",,"eni-035bd9f783fbe7ee6","subnet-08dd6a19d92ce175d","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-07e763d6c5177b19d","bos-stub-mq-shared","running",,"bos-stub","10.61.20.27",,"eni-0a7c72b154dc9d828","subnet-0b2f407bad53312d5","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-0406291acd79c7fd5","bos-stin-mq-shared","running",,"bos-stin","10.61.38.244",,"eni-079e64f8737827739","subnet-0bb20abbf7838b5ea","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-00a01420e4395253d","bos-stg-db-bos01","running","Windows","bos-stg","10.68.12.51",,"eni-0bf35fbcf32d48754","subnet-09278aff1dcd7cae9","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0b07aaffe0e4ac517","bos-stg-db-crm01","running","Windows","bos-stg","10.68.12.61",,"eni-0d9c85f24a09389a2","subnet-09278aff1dcd7cae9","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0f10b977b5c69dd95","gd-paloalt-gd-pa-Publi-12OX1772KLJKW_ASG_us-west-2a","running",,"gd-paloalto-baas-stg","10.68.15.69",,"eni-0aa1fb8a6543527be eni-01bc12437227cdac3 eni-0b187ec364ced3a96","subnet-0f407ade867f9d200","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-03e9770057d22d6ba","bos-stub-db-crm01","running","Windows","bos-stub","10.61.28.60",,"eni-0e17ae64be27c69e5","subnet-01b3bef573ecf4792","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-00e376fc9c76cc7d4","bos-stub-db-bos01","running","Windows","bos-stub","10.61.28.50",,"eni-0d4000a40c4a95f92","subnet-01b3bef573ecf4792","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-032475a0a13016b2e","bos-stin-db-bos01","running","Windows","bos-stin","10.61.44.50",,"eni-0822c0095a37979b5","subnet-0e8e471bb2415a603","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-02176ce64d2b9c76d","bos-stin-db-crm01","running","Windows","bos-stin","10.61.44.60",,"eni-064593f4ab40a3065","subnet-0e8e471bb2415a603","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-0c5fa83b774a02116","Nexpose gbr-stg-vpc","running",,,"10.61.2.203",,"eni-009e891cc89176c84","subnet-0b29d8e0f3be49b4c","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-0e1b2378f207e15cf","Nexpose uber-stg-vpc","running",,,"10.61.19.233",,"eni-040c2e6c268ebc20e","subnet-0af3f3fd6445f2ebc","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-0c422a153e287d2d4","Nexpose intuit-stg-vpc","running",,,"10.61.32.205",,"eni-094cd01fdfe75b859","subnet-015a070ac9088d7b8","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-0f2150ffea48801e0","Nexpose baas-stg-vpc","running",,,"10.68.3.49",,"eni-0e1de55b3a86c90ca","subnet-0cd73b8854af6e988","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-07241adcfd11753ae","bos-stgb-db-bos01","running","Windows","bos-stgb","10.61.12.50",,"eni-01937691355d3ec23","subnet-04b5eb7b1b4fcf6a5","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-08c86158f5b7ad984","bos-stgb-db-crm01","running","Windows","bos-stgb","10.61.12.60",,"eni-05c5ec167b35c5408","subnet-04b5eb7b1b4fcf6a5","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-0781cf13c41e80b0c","bos-stgb-mq-shared","running",,"bos-stgb","10.61.1.102",,"eni-0f12012d578e4d9d2","subnet-0b29d8e0f3be49b4c","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-0ee8a69c540e95b4e","bos-stin-mq-shared","running",,"bos-stin","10.61.32.232",,"eni-00786156954210cba","subnet-015a070ac9088d7b8","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-0955fc120c33518e2","bos-stub-mq-shared","running",,"bos-stub","10.61.19.196",,"eni-0082c6fa7000065dd","subnet-0af3f3fd6445f2ebc","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-0d94eda7dd52ea02e","bos-stg-db-tk02","running","Windows","bos-stg","10.68.14.71",,"eni-0de4d37818b3f79cd","subnet-0376605fd2e922d98","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-09c6e165aa0091e62","bos-stg-db-crm02","running","Windows","bos-stg","10.68.14.61",,"eni-0330b0d7e725ea668","subnet-0376605fd2e922d98","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-083b0947b80b2740d","bos-stub-db-crm02","running","Windows","bos-stub","10.61.30.60",,"eni-098da17c46d1163c4","subnet-01e1516bba2d404a7","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-0a0ceca8356d280e4","bos-stub-db-tk02","running","Windows","bos-stub","10.61.30.70",,"eni-0f6e9bb59603e32ca","subnet-01e1516bba2d404a7","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-00960138c31532f36","bos-stin-db-crm02","running","Windows","bos-stin","10.61.46.61",,"eni-08529e34e5b0acc66","subnet-016420de7fbb6f36d","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-0d094138b4256e39f","bos-stin-db-tk02","running","Windows","bos-stin","10.61.46.71",,"eni-0f928c70e54fb4d78","subnet-016420de7fbb6f36d","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-0ef8d250bf4499536","bos-stgb-db-tk02","running","Windows","bos-stgb","10.61.14.70",,"eni-0b11f3cf0a1acfc7e","subnet-0acd88d32771fcf24","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-04fea15c7a71796cb","bos-stgb-db-crm02","running","Windows","bos-stgb","10.61.14.60",,"eni-0552d3539df0af5a3","subnet-0acd88d32771fcf24","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-02adbe4ee57eba3bf","bos-stub-mq-shared","running",,"bos-stub","10.61.25.238",,"eni-017c79e5451238ebb","subnet-0e50cdc8f69937126","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-003a72e28826aede7","bos-stin-mq-shared","running",,"bos-stin","10.61.42.255",,"eni-0b6aedec298e084f5","subnet-0239696d508890a19","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-009ffcabcb914a7d3","bos-stg-mq-shared","running",,"bos-stg","10.68.9.216",,"eni-08924f16d04d4b80b","subnet-00b9f7097896c81db","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0e4cc8204877c9a54","bos-stg-mq-shared","running",,"bos-stg","10.68.7.4",,"eni-021595686161dc49f","subnet-0c613620c782ea628","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-06f8f8a892834a85b","bos-stg-mq-shared","running",,"bos-stg","10.68.3.185",,"eni-063443e2e09b57adc","subnet-0cd73b8854af6e988","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0fd422dbf68530127","bos-stub-cnrmq-g","running",,"bos-stub","10.61.23.188",,"eni-0225f16a2b7c42a4e","subnet-0b2f407bad53312d5","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-053d36ceef1f944b6","bos-stin-cnrmq-g","running",,"bos-stin","10.61.39.173",,"eni-0fd2dcbcb554c4618","subnet-0bb20abbf7838b5ea","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-0cbf67e87c7f2da77","bos-stgb-core-g","running","Windows","bos-stgb","10.61.5.145",,"eni-081104171d0103b04","subnet-08dd6a19d92ce175d","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-0f20901772879d389","bos-stgb-cryt-g","running","Windows","bos-stgb","10.61.5.64",,"eni-0e13568ed7f794cb3","subnet-08dd6a19d92ce175d","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-00caa44ee43b2e7ce","bos-stg-cnrmq-g","running",,"bos-stg","10.68.4.32",,"eni-0fcaf46855066bef3","subnet-0c613620c782ea628","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0f99a0ed4fe817ef6","bos-stub-pn-g","running","Windows","bos-stub","10.61.23.220",,"eni-0df0b4d8bdd56d9b1","subnet-0b2f407bad53312d5","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-0697e8b3d6bc38a89","bos-stub-oath-g","running","Windows","bos-stub","10.61.21.66",,"eni-0a67f49f614f6a7a7","subnet-0b2f407bad53312d5","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-0cb823a9356745905","bos-stg-ucor-g","running","Windows","bos-stg","10.68.7.8",,"eni-0e6838f25c514a285","subnet-0c613620c782ea628","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0390cf3d5abf7475e","bos-stg-prt-g","running","Windows","bos-stg","10.68.5.233",,"eni-0526d3df3fe26f0a9","subnet-0c613620c782ea628","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0721f066e4316d432","bos-stin-core-g","running","Windows","bos-stin","10.61.38.21",,"eni-01099a855c706b8b9","subnet-0bb20abbf7838b5ea","vpc-07aef514731d3e22a","aws-gd-baas-stg","us-west-2"
"i-0b429a5ef8a28d436","bos-stg-crm-g","running","Windows","bos-stg","10.68.5.179",,"eni-08dd7a19e9a4153f7","subnet-0c613620c782ea628","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0c4797075636f0c53","bos-stub-fp-g","running","Windows","bos-stub","10.61.20.54",,"eni-0e306b4dda3d37cc5","subnet-0b2f407bad53312d5","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-0c6e5a8737f2bf693","bos-stub-tk-g","running","Windows","bos-stub","10.61.20.237",,"eni-0eab0074863adfed7","subnet-0b2f407bad53312d5","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-0effe50b878e3be23","bos-stgb-tk-g","running","Windows","bos-stgb","10.61.6.111",,"eni-031c54d17a7abb4f5","subnet-08dd6a19d92ce175d","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-07f802d1e5ccf0ff3","bos-stg-fp-g","running","Windows","bos-stg","10.68.5.230",,"eni-0d94d19956d6e540a","subnet-0c613620c782ea628","vpc-0c65548c2425e09d9","aws-gd-baas-stg","us-west-2"
"i-0bf1d22ea573e1b7d","bos-stub-core-g","running","Windows","bos-stub","10.61.23.10",,"eni-016944398b44b0fb2","subnet-0b2f407bad53312d5","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-0bb2ec4a60e5bf01b","bos-stub-cnd-g","running","Windows","bos-stub","10.61.22.188",,"eni-0d36af0a16748c554","subnet-0b2f407bad53312d5","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
"i-06d64e6ea38b1edcf","bos-stgb-com-g","running","Windows","bos-stgb","10.61.4.15",,"eni-02da5abfb322c28bc","subnet-08dd6a19d92ce175d","vpc-0e96d9daff628ae1b","aws-gd-baas-stg","us-west-2"
"i-060564a82f9edb525","bos-stub-app-g","running","Windows","bos-stub","10.61.22.14",,"eni-07819837cb3b3a65a","subnet-0b2f407bad53312d5","vpc-03f6e5a2f560ce18b","aws-gd-baas-stg","us-west-2"
